Ticker,Earnings_Date,Date,Days_From_Earnings,Open,Close,Next_Day_Open,Regular_Change%,After_Hours_Change%,EPS_Actual,EPS_Estimate,EPS_Surprise,EPS_Surprise_%,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs
AAPL,2018-11-01,2018-10-12,-3,41.25,42.400001525878906,41.25,2.7878824869791665,-2.7122676521060995,0.73,0.7,0.03,4.2857,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-11-01,2018-10-12,-2,41.25,42.400001525878906,41.25,2.7878824869791665,-2.7122676521060995,0.73,0.7,0.03,4.2857,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-11-01,2018-10-12,-1,41.25,42.400001525878906,43.647499084472656,2.7878824869791665,2.9422111172150265,0.73,0.7,0.03,4.2857,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-11-01,2018-11-01,0,43.647499084472656,43.81999969482422,43.647499084472656,0.3952130453516146,-0.3936572605041285,0.73,0.7,0.03,4.2857,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-11-01,2018-11-01,1,43.647499084472656,43.81999969482422,43.647499084472656,0.3952130453516146,-0.3936572605041285,0.73,0.7,0.03,4.2857,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-11-01,2018-11-01,2,43.647499084472656,43.81999969482422,43.057498931884766,0.3952130453516146,-1.7400747792098128,0.73,0.7,0.03,4.2857,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-11-01,2018-11-04,3,43.057498931884766,43.11000061035156,45.23749923706055,0.12193387857908891,4.9350466169980285,0.73,0.7,0.03,4.2857,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-05-01,2018-04-12,-3,45.23749923706055,44.17250061035156,45.23749923706055,-2.3542385071465017,2.4109991782068327,0.6825,0.6725,0.01,1.487,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-05-01,2018-04-12,-2,45.23749923706055,44.17250061035156,45.23749923706055,-2.3542385071465017,2.4109991782068327,0.6825,0.6725,0.01,1.487,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-05-01,2018-04-12,-1,45.23749923706055,44.17250061035156,43.36000061035156,-2.3542385071465017,-1.839379679151774,0.6825,0.6725,0.01,1.487,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-05-01,2018-05-01,0,43.36000061035156,43.75,43.36000061035156,0.8994450741666523,-0.8914271763392857,0.6825,0.6725,0.01,1.487,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-05-01,2018-05-01,1,43.36000061035156,43.75,43.36000061035156,0.8994450741666523,-0.8914271763392857,0.6825,0.6725,0.01,1.487,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-05-01,2018-05-01,2,43.36000061035156,43.75,39.775001525878906,0.8994450741666523,-9.085710797991071,0.6825,0.6725,0.01,1.487,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-05-01,2018-05-02,3,39.775001525878906,39.122501373291016,54.76250076293945,-1.6404780076836776,39.976992371775815,0.6825,0.6725,0.01,1.487,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-02-01,2018-01-11,-3,54.76250076293945,55.55500030517578,54.76250076293945,1.4471573269945563,-1.4265134333236515,0.9725,0.965,0.0075,0.7772,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-02-01,2018-01-11,-2,54.76250076293945,55.55500030517578,54.76250076293945,1.4471573269945563,-1.4265134333236515,0.9725,0.965,0.0075,0.7772,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-02-01,2018-01-11,-1,54.76250076293945,55.55500030517578,42.540000915527344,1.4471573269945563,-23.427233045008002,0.9725,0.965,0.0075,0.7772,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-02-01,2018-02-01,0,42.540000915527344,43.06499862670898,42.540000915527344,1.2341271741487112,-1.219082150059629,0.9725,0.965,0.0075,0.7772,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-02-01,2018-02-01,1,42.540000915527344,43.06499862670898,42.540000915527344,1.2341271741487112,-1.219082150059629,0.9725,0.965,0.0075,0.7772,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-02-01,2018-02-01,2,42.540000915527344,43.06499862670898,41.5,1.2341271741487112,-3.6340384920815083,0.9725,0.965,0.0075,0.7772,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2018-02-01,2018-02-02,3,41.5,40.125,1.8485709428787231,-3.3132530120481927,-95.39296961276331,0.9725,0.965,0.0075,0.7772,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2005-10-11,2005-10-10,-3,1.8485709428787231,1.79892897605896,1.8485709428787231,-2.685423949294435,2.7595290020019205,0.01,0.01,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2005-10-11,2005-10-10,-2,1.8485709428787231,1.79892897605896,1.8485709428787231,-2.685423949294435,2.7595290020019205,0.01,0.01,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2005-10-11,2005-10-10,-1,1.8485709428787231,1.79892897605896,2.1657140254974365,-2.685423949294435,20.389078964196703,0.01,0.01,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2005-10-11,2005-10-11,0,2.1657140254974365,2.184999942779541,2.1657140254974365,0.890510799442912,-0.8826506996412482,0.01,0.01,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2005-10-11,2005-10-11,1,2.1657140254974365,2.184999942779541,2.1657140254974365,0.890510799442912,-0.8826506996412482,0.01,0.01,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2005-10-11,2005-10-11,2,2.1657140254974365,2.184999942779541,1.21875,0.890510799442912,-44.221966502679784,0.01,0.01,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2005-10-11,2005-11-01,3,1.21875,1.152856945991516,2.044286012649536,-5.406609559670491,77.32347623506277,0.01,0.01,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2005-01-12,2005-01-11,-3,2.044286012649536,2.0535709857940674,2.044286012649536,0.4541914921433759,-0.45213792017717713,0.01,0.01,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
