Ticker,Earnings_Date,Date,Days_From_Earnings,Open,Close,Next_Day_Open,Regular_Change%,After_Hours_Change%,EPS_Actual,EPS_Estimate,EPS_Surprise,EPS_Surprise_%,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs
AAPL,2022-10-27,2022-11-01,5,172.32000732421875,175.0800018310547,172.32000732421875,1.6016680533462544,-1.5764190529876871,1.29,1.27,0.02,1.5748,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2022-10-27,2022-11-01,5,172.32000732421875,175.0800018310547,172.32000732421875,1.6016680533462544,-1.5764190529876871,1.29,1.27,0.02,1.5748,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2022-07-28,2022-08-02,5,171.72999572753906,174.8300018310547,171.72999572753906,1.8051628606769363,-1.7731545335744412,1.2,1.16,0.04,3.4483,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2022-07-28,2022-08-02,5,171.72999572753906,174.8300018310547,171.72999572753906,1.8051628606769363,-1.7731545335744412,1.2,1.16,0.04,3.4483,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2022-04-28,2022-05-01,3,179.61000061035156,174.9199981689453,179.61000061035156,-2.611214534529626,2.6812271269728933,1.52,1.43,0.09,6.2937,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2022-04-28,2022-05-01,3,179.61000061035156,174.9199981689453,179.61000061035156,-2.611214534529626,2.6812271269728933,1.52,1.43,0.09,6.2937,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2021-10-28,2021-11-01,4,129.19000244140625,128.97999572753906,129.19000244140625,-0.16255647488081398,0.16282115120457247,1.24,1.24,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2021-10-28,2021-11-01,4,129.19000244140625,128.97999572753906,129.19000244140625,-0.16255647488081398,0.16282115120457247,1.24,1.24,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2021-10-28,2021-11-01,4,129.19000244140625,128.97999572753906,135.89999389648438,-0.16255647488081398,5.365171653101393,1.24,1.24,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
AAPL,2021-10-28,2021-11-02,5,135.89999389648438,135.1300048828125,135.89999389648438,-0.5665850244690805,0.5698135024413158,1.24,1.24,0.0,0.0,Technology,"Computers, Office Equipment",yes,no,no,no
